disease,city,year,week,cases
Malaria,Chungbuk,2020,28,0
Malaria,Chungbuk,2020,29,1
Malaria,Chungbuk,2020,30,0
Malaria,Chungbuk,2020,31,1
Malaria,Chungbuk,2020,32,0
Malaria,Chungbuk,2020,33,1
Malaria,Chungbuk,2020,34,0
Malaria,Chungbuk,2020,35,0
Malaria,Chungbuk,2020,36,0
Malaria,Chungbuk,2020,37,0
Malaria,Chungbuk,2020,38,0
Malaria,Chungbuk,2020,39,0
Malaria,Chungbuk,2020,40,0
Malaria,Chungbuk,2020,41,0
Malaria,Chungbuk,2020,42,0
Malaria,Chungbuk,2020,43,0
Malaria,Chungbuk,2020,44,0
Malaria,Chungbuk,2020,45,0
Malaria,Chungbuk,2020,46,0
Malaria,Chungbuk,2020,47,0
Malaria,Chungbuk,2020,48,0
Malaria,Chungbuk,2020,49,0
Malaria,Chungbuk,2020,50,0
Malaria,Chungbuk,2020,51,0
Malaria,Chungbuk,2020,52,0
Malaria,Chungbuk,2021,1,0
Malaria,Chungbuk,2021,2,0
Malaria,Chungbuk,2021,3,0
Malaria,Chungbuk,2021,4,0
Malaria,Chungbuk,2021,5,0
Malaria,Chungbuk,2021,6,0
Malaria,Chungbuk,2021,7,0
Malaria,Chungbuk,2021,8,0
Malaria,Chungbuk,2021,9,0
Malaria,Chungbuk,2021,10,0
Malaria,Chungbuk,2021,11,0
Malaria,Chungbuk,2021,12,0
Malaria,Chungbuk,2021,13,0
Malaria,Chungbuk,2021,14,0
Malaria,Chungbuk,2021,15,0
Malaria,Chungbuk,2021,16,0
Malaria,Chungbuk,2021,17,0
Malaria,Chungbuk,2021,18,0
Malaria,Chungbuk,2021,19,0
Malaria,Chungbuk,2021,20,0
Malaria,Chungbuk,2021,21,0
Malaria,Chungbuk,2021,22,0
Malaria,Chungbuk,2021,23,0
Malaria,Chungbuk,2021,24,2
Malaria,Chungbuk,2021,25,0
Malaria,Chungbuk,2021,26,0
Malaria,Chungbuk,2021,27,0
Malaria,Chungbuk,2021,28,0
Malaria,Chungbuk,2021,29,0
Malaria,Chungbuk,2021,30,0
Malaria,Chungbuk,2021,31,0
Malaria,Chungbuk,2021,32,0
Malaria,Chungbuk,2021,33,0
Malaria,Chungbuk,2021,34,0
Malaria,Chungbuk,2021,35,0
Malaria,Chungbuk,2021,36,0
Malaria,Chungbuk,2021,37,0
Malaria,Chungbuk,2021,38,0
Malaria,Chungbuk,2021,39,0
Malaria,Chungbuk,2021,40,0
Malaria,Chungbuk,2021,41,0
Malaria,Chungbuk,2021,42,1
Malaria,Chungbuk,2021,43,0
Malaria,Chungbuk,2021,44,0
Malaria,Chungbuk,2021,45,0
Malaria,Chungbuk,2021,46,0
Malaria,Chungbuk,2021,47,0
Malaria,Chungbuk,2021,48,0
Malaria,Chungbuk,2021,49,0
Malaria,Chungbuk,2021,50,0
Malaria,Chungbuk,2021,51,0
Malaria,Chungbuk,2021,52,0
Malaria,Chungbuk,2022,1,0
Malaria,Chungbuk,2022,2,0
Malaria,Chungbuk,2022,3,0
Malaria,Chungbuk,2022,4,0
Malaria,Chungbuk,2022,5,0
Malaria,Chungbuk,2022,6,0
Malaria,Chungbuk,2022,7,0
Malaria,Chungbuk,2022,8,0
Malaria,Chungbuk,2022,9,0
Malaria,Chungbuk,2022,10,0
Malaria,Chungbuk,2022,11,0
Malaria,Chungbuk,2022,12,0
Malaria,Chungbuk,2022,13,0
Malaria,Chungbuk,2022,14,0
Malaria,Chungbuk,2022,15,0
Malaria,Chungbuk,2022,16,0
Malaria,Chungbuk,2022,17,0
Malaria,Chungbuk,2022,18,0
Malaria,Chungbuk,2022,19,0
Malaria,Chungbuk,2022,20,0
Malaria,Chungbuk,2022,21,0
Malaria,Chungbuk,2022,22,0
Malaria,Chungbuk,2022,23,0
Malaria,Chungbuk,2022,24,0
Malaria,Chungbuk,2022,25,0
Malaria,Chungbuk,2022,26,0
Malaria,Chungbuk,2022,27,2
Malaria,Chungbuk,2022,28,1
Malaria,Chungbuk,2022,29,0
Malaria,Chungbuk,2022,30,0
Malaria,Chungbuk,2022,31,0
Malaria,Chungbuk,2022,32,0
Malaria,Chungbuk,2022,33,0
Malaria,Chungbuk,2022,34,0
Malaria,Chungbuk,2022,35,0
Malaria,Chungbuk,2022,36,0
Malaria,Chungbuk,2022,37,0
Malaria,Chungbuk,2022,38,0
Malaria,Chungbuk,2022,39,0
Malaria,Chungbuk,2022,40,0
Malaria,Chungbuk,2022,41,0
Malaria,Chungbuk,2022,42,0
Malaria,Chungbuk,2022,43,0
Malaria,Chungbuk,2022,44,0
Malaria,Chungbuk,2022,45,0
Malaria,Chungbuk,2022,46,0
Malaria,Chungbuk,2022,47,0
Malaria,Chungbuk,2022,48,0
Malaria,Chungbuk,2022,49,0
Malaria,Chungbuk,2022,50,0
Malaria,Chungbuk,2022,51,0
Malaria,Chungbuk,2022,52,0
Malaria,Chungbuk,2022,53,0
Malaria,Chungbuk,2023,1,0
Malaria,Chungbuk,2023,2,0
Malaria,Chungbuk,2023,3,0
Malaria,Chungbuk,2023,4,0
Malaria,Chungbuk,2023,5,0
Malaria,Chungbuk,2023,6,0
Malaria,Chungbuk,2023,7,0
Malaria,Chungbuk,2023,8,0
Malaria,Chungbuk,2023,9,0
Malaria,Chungbuk,2023,10,0
Malaria,Chungbuk,2023,11,0
Malaria,Chungbuk,2023,12,0
Malaria,Chungbuk,2023,13,0
Malaria,Chungbuk,2023,14,0
Malaria,Chungbuk,2023,15,0
Malaria,Chungbuk,2023,16,0
Malaria,Chungbuk,2023,17,0
Malaria,Chungbuk,2023,18,0
Malaria,Chungbuk,2023,19,0
Malaria,Chungbuk,2023,20,0
Malaria,Chungbuk,2023,21,0
Malaria,Chungbuk,2023,22,0
Malaria,Chungbuk,2023,23,0
Malaria,Chungbuk,2023,24,0
Malaria,Chungbuk,2023,25,0
Malaria,Chungbuk,2023,26,0
Malaria,Chungbuk,2023,27,1
Malaria,Chungbuk,2023,28,0
Malaria,Chungbuk,2023,29,0
Malaria,Chungbuk,2023,30,0
Malaria,Chungbuk,2023,31,0
Malaria,Chungbuk,2023,32,1
Malaria,Chungbuk,2023,33,0
Malaria,Chungbuk,2023,34,0
Malaria,Chungbuk,2023,35,0
Malaria,Chungbuk,2023,36,0
Malaria,Chungbuk,2023,37,0
Malaria,Chungbuk,2023,38,0
Malaria,Chungbuk,2023,39,0
Malaria,Chungbuk,2023,40,0
Malaria,Chungbuk,2023,41,0
Malaria,Chungbuk,2023,42,0
Malaria,Chungbuk,2023,43,0
Malaria,Chungbuk,2023,44,0
Malaria,Chungbuk,2023,45,0
Malaria,Chungbuk,2023,46,0
Malaria,Chungbuk,2023,47,0
Malaria,Chungbuk,2023,48,0
Malaria,Chungbuk,2023,49,0
Malaria,Chungbuk,2023,50,0
Malaria,Chungbuk,2023,51,0
Malaria,Chungbuk,2023,52,0
Malaria,Chungbuk,2024,1,0
Malaria,Chungbuk,2024,2,0
Malaria,Chungbuk,2024,3,0
Malaria,Chungbuk,2024,4,0
Malaria,Chungbuk,2024,5,0
Malaria,Chungbuk,2024,6,0
Malaria,Chungbuk,2024,7,0
Malaria,Chungbuk,2024,8,0
Malaria,Chungbuk,2024,9,0
Malaria,Chungbuk,2024,10,0
Malaria,Chungbuk,2024,11,0
Malaria,Chungbuk,2024,12,0
Malaria,Chungbuk,2024,13,0
Malaria,Chungbuk,2024,14,0
Malaria,Chungbuk,2024,15,0
Malaria,Chungbuk,2024,16,0
Malaria,Chungbuk,2024,17,0
Malaria,Chungbuk,2024,18,0
Malaria,Chungbuk,2024,19,0
Malaria,Chungbuk,2024,20,0
Malaria,Chungbuk,2024,21,0
Malaria,Chungbuk,2024,22,0
Malaria,Chungbuk,2024,23,0
Malaria,Chungbuk,2024,24,0
Malaria,Chungbuk,2024,25,0
Malaria,Chungbuk,2024,26,1
Malaria,Chungbuk,2024,27,1
Malaria,Chungbuk,2024,28,0
Malaria,Chungbuk,2024,29,0
Malaria,Chungbuk,2024,30,0
Malaria,Chungbuk,2024,31,0
Malaria,Chungbuk,2024,32,0
Malaria,Chungbuk,2024,33,0
Malaria,Chungnam,2017,1,0
Malaria,Chungnam,2017,2,0
